property_address,property_ward,violation_fire_code,number_of_violations
2 Lynwood Ave,12,2.4.1.3,19
2 Lynwood Ave,12,6.4.3.7,19
2 Lynwood Ave,12,6.5.1.1,19
2 Lynwood Ave,12,6.5.1.8,19
2 Lynwood Ave,12,7.2.5.1,19
2 Lynwood Ave,12,9.6.2.6,19
15 Roehampton Ave,12,1.1.2.1./2.7.3.3.(3),27
15 Roehampton Ave,12,1.1.2.1./6.2.7.5.,27
15 Roehampton Ave,12,1.1.2.1./6.3.2.2.,27
15 Roehampton Ave,12,1.1.2.1./6.3.2.4.,27
15 Roehampton Ave,12,1.1.2.1./6.3.3.8.,27
15 Roehampton Ave,12,1.1.2.1./6.4.3.3.,27
15 Roehampton Ave,12,1.1.2.1./6.6.3.5.,27
15 Roehampton Ave,12,2.2.3.2,27
15 Roehampton Ave,12,2.8.2.1,27
15 Roehampton Ave,12,6.5.1.8,27
25 Mutual St,13,6.3.1.4,25
2 Armel Crt,1,1.1.2.1,4
250 Manitoba St,3,1.1.2.3./2.7.3.3.(3),7
250 Manitoba St,3,1.1.2.3./6.3.2.2.,7
250 Manitoba St,3,1.1.2.3./6.7.1.1.,7
250 Manitoba St,3,2.2.3.2,7
250 Manitoba St,3,6.2.1.2,7
250 Manitoba St,3,6.3.1.2,7
250 Manitoba St,3,6.5.1.8,7
8 Trent Ave,19,2.2.3.2,10
20 Gilder Dr,21,2.2.1.1,13
20 Gilder Dr,21,2.2.2.1,13
1630 Lawrence Ave W,5,2.2.3.2,9
1900 Sheppard Ave E,17,2.2.3.3,7
2130 Weston Rd,5,1.1.2.1./2.7.3.3.(3),17
2130 Weston Rd,5,1.1.2.1./6.2.7.5.,17
2130 Weston Rd,5,1.1.2.1./6.3.2.2.,17
2130 Weston Rd,5,1.1.2.1./6.5.5.3.,17
2130 Weston Rd,5,1.1.2.1./6.6.3.5.,17
2130 Weston Rd,5,1.1.2.1./6.6.3.5.,17
2130 Weston Rd,5,1.1.2.1./6.7.1.1.,17
2130 Weston Rd,5,1.1.2.1./7.2.2.1.,17
2130 Weston Rd,5,2.2.3.2,17
240 Scarlett Rd,5,1.1.2.1,23
240 Scarlett Rd,5,1.1.2.1./2.7.3.3.(3),23
240 Scarlett Rd,5,1.1.2.1./6.2.7.5.,23
240 Scarlett Rd,5,1.1.2.1./6.3.2.2.,23
240 Scarlett Rd,5,1.1.2.1./6.5.5.3.,23
240 Scarlett Rd,5,1.1.2.1./6.6.3.5.,23
240 Scarlett Rd,5,2.2.3.2,23
240 Scarlett Rd,5,2.4.1.5,23
240 Scarlett Rd,5,6.5.6.2,23
240 Scarlett Rd,5,7.2.2.1,23
333 Sidney Belsey Cres,5,2.2.3.2,11
333 Sidney Belsey Cres,5,2.4.1.5,11
333 Sidney Belsey Cres,5,2.7.3.1,11
319 Carlaw Ave,14,6.3.1.4,5
110 Edward St,11,6.3.1.4,13
10 Tangreen Crt,18,7.2.5.1,8
83 Parkwoods Village Dr,16,1.1.2.1,24
83 Parkwoods Village Dr,16,2.2.2.1,24
83 Parkwoods Village Dr,16,2.2.3.2,24
83 Parkwoods Village Dr,16,2.4.1.1,24
83 Parkwoods Village Dr,16,7.2.2.1,24
16 Dallimore Crcl,16,1.1.2.1,17
16 Dallimore Crcl,16,2.2.2.1,17
16 Dallimore Crcl,16,2.2.3.2,17
16 Dallimore Crcl,16,6.4.2.1,17
16 Dallimore Crcl,16,6.5.1.2,17
16 Dallimore Crcl,16,6.5.1.5 (1),17
16 Dallimore Crcl,16,7.2.2.1,17
1331 Bay St,11,1.1.2.1./6.3.2.2.,19
1331 Bay St,11,1.1.2.1./6.5.5.3.,19
1331 Bay St,11,1.1.2.1./6.7.1.1.,19
1331 Bay St,11,2.2.3.2,19
1331 Bay St,11,2.4.1.1,19
1684 Victoria Park Ave,16,2.2.3.2,8
1684 Victoria Park Ave,16,2.4.1.1,8
1684 Victoria Park Ave,16,2.7.1.7,8
1684 Victoria Park Ave,16,2.7.3.3,8
1684 Victoria Park Ave,16,6.2.1.6,8
17 Kenaston Gdns,17,7.2.5.1,20
620 Martin Grove Rd,1,6.3.1.4,3
