id,property_address,address_number,address_name,enforcement_proceedings,property_type,property_ward,inspection_thread,inspections_opendate,inspections_closeddate,violation_fire_code,violations_item_number,violation_description
107194,14 Rayoak Dr,14,Rayoak,No,High Rise,16,_71112925F75E86E,2022-10-27,2023-01-10,1.1.2.1,1,1.1.2.1 Records to be prepared
107195,14 Rayoak Dr,14,Rayoak,No,High Rise,16,_71112925F75E86E,2022-10-27,2023-01-10,2.2.3.2,2,2.2.3.2 Maintenance of closures
107196,14 Rayoak Dr,14,Rayoak,No,High Rise,16,_71112925F75E86E,2022-10-27,2023-01-10,3.3.2.6,3,3.3.2.6 Fire access aisles
107197,14 Rayoak Dr,14,Rayoak,No,High Rise,16,_71112925F75E86E,2022-10-27,2023-01-10,7.2.2.1,4,7.2.2.1 Testing
107202,29 Singer Crt,29,Singer,No,High Rise,17,_71127A1B01ED9FE,2022-11-01 16:55:29,2023-01-19 16:53:56,1.1.2.1,1,1.1.2.1 Records to be prepared
107203,29 Singer Crt,29,Singer,No,High Rise,17,_71127A1B01ED9FE,2022-11-01 16:55:29,2023-01-19 16:53:56,2.2.3.2,2,2.2.3.2 Maintenance of closures
107204,29 Singer Crt,29,Singer,No,High Rise,17,_71127A1B01ED9FE,2022-11-01 16:55:29,2023-01-19 16:53:56,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
107205,29 Singer Crt,29,Singer,No,High Rise,17,_71127A1B01ED9FE,2022-11-01 16:55:29,2023-01-19 16:53:56,6.5.1.5 (1),4,6.5.1.5 (1) Obstructions
107208,25 Malcolm Rd,25,Malcolm,No,High Rise,15,_7112bAC1B96ED1B,2022-11-23,2023-02-24,2.2.3.2,1,2.2.3.2 Maintenance of closures
107209,1360 York Mills Rd,1360,York Mills,No,High Rise,16,_7112bE551A99672,2022-11-02,2022-12-14,2.4.1.1,1,2.4.1.1 Accumulation of combustible materials
107210,5 Brahms Ave,5,Brahms,No,High Rise,17,_7112c9233239533,2022-11-18 13:49:25,2023-03-02 10:07:41,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
107211,5 Brahms Ave,5,Brahms,No,High Rise,17,_7112c9233239533,2022-11-18 13:49:25,2023-03-02 10:07:41,2.2.2.1,2,2.2.2.1 Damaged fire separations
107212,5 Brahms Ave,5,Brahms,No,High Rise,17,_7112c9233239533,2022-11-18 13:49:25,2023-03-02 10:07:41,2.2.3.2,3,2.2.3.2 Maintenance of closures
107213,5 Brahms Ave,5,Brahms,No,High Rise,17,_7112c9233239533,2022-11-18 13:49:25,2023-03-02 10:07:41,2.4.1.1,4,2.4.1.1 Accumulation of combustible materials
107214,5 Brahms Ave,5,Brahms,No,High Rise,17,_7112c9233239533,2022-11-18 13:49:25,2023-03-02 10:07:41,6.4.2.5,5,6.4.2.5 Hose
107218,35 Park Home Ave,35,Park Home,No,High Rise,18,_7113bDE769FF4C7,2022-11-02 13:27:19,2023-05-10 10:44:30,7.2.5.1,1,7.2.5.1 Maintenance of certain fire emergency systems
107220,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
107221,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
107222,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
107223,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./6.4.3.3.,4,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection)
107224,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./6.5.5.3.,5,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
107225,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./6.6.3.5.,6,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
107226,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./6.7.1.1.,7,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
107227,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,1.1.2.1./7.3.1.2.,8,1.1.2.1./7.3.1.2. Records of Test (Smoke Control)
107228,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,2.2.3.2,9,2.2.3.2 Maintenance of closures
107229,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,2.2.3.3,10,2.2.3.3 Operation of closures
107230,238 Doris Ave,238,Doris,No,High Rise,18,_7113d0D01965BB7,2022-11-29 15:00:07,2023-09-14 10:00:06,6.5.6.5,11,6.5.6.5 Spare sprinkler heads
107231,1900 Lake Shore Blvd W,1900,Lake Shore,No,High Rise,4,_7113d2DC35F2F1A,2022-11-18,2023-01-31,1.1.2.1./6.3.2.2.,1,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
107232,5793 Yonge St,5793,Yonge,No,High Rise,18,_7113d3D96FB9E8E,2022-12-21 11:02:09,2023-08-18 16:32:07,2.2.3.2,1,2.2.3.2 Maintenance of closures
107233,5793 Yonge St,5793,Yonge,No,High Rise,18,_7113d3D96FB9E8E,2022-12-21 11:02:09,2023-08-18 16:32:07,2.2.3.3,2,2.2.3.3 Operation of closures
107235,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
107236,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,1.1.2.1./6.6.5.6.,2,1.1.2.1./6.6.5.6. Records of Test (Hydrant Water Flow)
107237,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,2.2.2.1,3,2.2.2.1 Damaged fire separations
107238,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,2.2.3.2,4,2.2.3.2 Maintenance of closures
107239,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,2.4.1.1,5,2.4.1.1 Accumulation of combustible materials
107240,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,2.4.6.1,6,2.4.6.1 Electrical wiring
107241,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,2.8.3.4,7,2.8.3.4 Records
107242,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,6.3.3.6,8,6.3.3.6 Disabling prohibited
107243,5791 Yonge St,5791,Yonge,No,High Rise,18,_7113d7F24AAE827,2022-12-21 11:01:17,2023-09-28 16:01:00,6.5.4.4,9,6.5.4.4 Fire department connections
107245,18 Hillcrest Ave,18,Hillcrest,No,High Rise,18,_7113dCCFA9D15B0,2022-11-29 14:00:46,2023-03-23 15:30:23,1.1.2.1./6.2.7.5.,1,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
107246,18 Hillcrest Ave,18,Hillcrest,No,High Rise,18,_7113dCCFA9D15B0,2022-11-29 14:00:46,2023-03-23 15:30:23,1.1.2.1./6.3.2.2.,2,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
107247,18 Hillcrest Ave,18,Hillcrest,No,High Rise,18,_7113dCCFA9D15B0,2022-11-29 14:00:46,2023-03-23 15:30:23,1.1.2.1./6.7.1.1.,3,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
107248,18 Hillcrest Ave,18,Hillcrest,No,High Rise,18,_7113dCCFA9D15B0,2022-11-29 14:00:46,2023-03-23 15:30:23,1.1.2.1./6.8.2.2.,4,1.1.2.1./6.8.2.2. Records of Test (Extinguishing Systems)
107249,18 Hillcrest Ave,18,Hillcrest,No,High Rise,18,_7113dCCFA9D15B0,2022-11-29 14:00:46,2023-03-23 15:30:23,2.2.3.2,5,2.2.3.2 Maintenance of closures
107250,10 Yorkwoods Gt,10,Yorkwoods,No,High Rise,7,_7113dD696D46688,2022-11-02 14:52:00,2023-02-08 15:26:03,1.1.2.1,1,1.1.2.1 Records to be prepared
107252,66 Forest Manor Rd,66,Forest Manor,No,High Rise,17,_7113e00ED0938F1,2022-11-02 16:18:21,2023-07-06 16:27:08,2.2.3.2,1,2.2.3.2 Maintenance of closures
107253,66 Forest Manor Rd,66,Forest Manor,No,High Rise,17,_7113e00ED0938F1,2022-11-02 16:18:21,2023-07-06 16:27:08,2.2.3.3,2,2.2.3.3 Operation of closures
107254,66 Forest Manor Rd,66,Forest Manor,No,High Rise,17,_7113e00ED0938F1,2022-11-02 16:18:21,2023-07-06 16:27:08,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
107255,180 Fairview Mall Dr,180,Fairview Mall,No,High Rise,17,_7113e01CC97DA82,2022-11-23 17:10:21,2023-03-29 14:22:08,2.2.3.2,1,2.2.3.2 Maintenance of closures
107256,180 Fairview Mall Dr,180,Fairview Mall,No,High Rise,17,_7113e01CC97DA82,2022-11-23 17:10:21,2023-03-29 14:22:08,2.2.3.3,2,2.2.3.3 Operation of closures
107257,180 Fairview Mall Dr,180,Fairview Mall,No,High Rise,17,_7113e01CC97DA82,2022-11-23 17:10:21,2023-03-29 14:22:08,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
107258,180 Fairview Mall Dr,180,Fairview Mall,No,High Rise,17,_7113e01CC97DA82,2022-11-23 17:10:21,2023-03-29 14:22:08,2.8.3.2,4,2.8.3.2 Frequency
107259,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,1.1.2.1,1,1.1.2.1 Records to be prepared
107260,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,1.1.2.1./2.7.3.3.(3),2,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
107261,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,1.1.2.1./6.7.1.1.,3,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
107262,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,1.1.2.2,4,1.1.2.2 Retention of records
107263,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,2.2.3.2,5,2.2.3.2 Maintenance of closures
107264,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,2.4.1.1,6,2.4.1.1 Accumulation of combustible materials
107265,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,6.2.7.2,7,6.2.7.2 Examination
107266,17 Kenaston Gdns,17,Kenaston,No,High Rise,17,_7113e142095A4A0,2022-11-02 12:07:55,2023-03-02 11:12:32,6.5.1.5 (1),8,6.5.1.5 (1) Obstructions
107267,8 Godstone Rd,8,Godstone,No,High Rise,17,_7113e42340E1944,2022-11-02 15:14:13,2022-12-08 17:01:24,1.1.2.2,1,1.1.2.2 Retention of records
107268,8 Godstone Rd,8,Godstone,No,High Rise,17,_7113e42340E1944,2022-11-02 15:14:13,2022-12-08 17:01:24,2.2.3.2,2,2.2.3.2 Maintenance of closures
107269,650 Sheppard Ave E,650,Sheppard,No,High Rise,17,_7113e93DCFE4016,2022-11-02 15:28:08,2023-01-12 11:18:47,2.7.3.2 (1),1,2.7.3.2 (1) Exit Signs
107270,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1,1,1.1.2.1 Records to be prepared
107271,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./2.7.3.3.(3),2,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
107272,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.2.7.5.,3,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
107273,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.3.2.2.,4,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
107274,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.3.2.4.,5,1.1.2.1./6.3.2.4. Records of Test (Voice Communication)
107275,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.3.3.8.,6,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
107276,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.5.5.3.,7,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
107277,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.5.5.5.,8,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test)
107278,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,1.1.2.1./6.6.3.5.,9,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
107279,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,2.4.1.1,10,2.4.1.1 Accumulation of combustible materials
107280,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,2.4.1.1,11,2.4.1.1 Accumulation of combustible materials
107281,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,2.4.1.1,12,2.4.1.1 Accumulation of combustible materials
107282,170 Fairview Mall Dr,170,Fairview Mall,No,High Rise,17,_7113eE747F7AE70,2022-11-25 17:15:38,2023-03-02 12:00:34,6.3.3.8,13,6.3.3.8 Testing
107283,30 Baseball Pl,30,Baseball,No,High Rise,14,_711405CF0E841A9,2022-11-17 12:00:14,2023-01-17 10:30:57,2.2.3.2,1,2.2.3.2 Maintenance of closures
107284,25 Baseball Pl,25,Baseball,No,High Rise,14,_71140A019A09DD9,2022-11-17 23:30:19,2023-01-17 09:30:53,6.5.1.5,1,6.5.1.5 Obstructions
107285,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,1.1.2.1,1,1.1.2.1 Records to be prepared
107286,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,2.2.3.2,2,2.2.3.2 Maintenance of closures
107287,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,2.7.1.7,3,2.7.1.7 Maintenance and lighting for exits
107288,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,2.7.1.7,4,2.7.1.7 Maintenance and lighting for exits
107289,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,2.7.3.3,5,2.7.3.3 Emergency lighting
107290,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,6.3.1.4,6,6.3.1.4 Fire Alarm Maintenance
107291,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,6.5.1.2,7,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance"
107292,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_71141CB2861CB8A,2022-11-01,2023-04-06 00:30:00,7.2.2.1,8,7.2.2.1 Testing
107296,288 Mill Rd,288,Mill,No,High Rise,2,_71155232061DDDB,2022-11-24 16:45:08,2023-05-10 16:34:08,2.2.2.1,1,2.2.2.1 Damaged fire separations
107297,61 Richview Rd,61,Richview,No,High Rise,2,_7115531D977218E,2022-11-17 12:36:47,2023-01-12 11:55:51,2.2.3.2,1,2.2.3.2 Maintenance of closures
107298,61 Richview Rd,61,Richview,No,High Rise,2,_7115531D977218E,2022-11-17 12:36:47,2023-01-12 11:55:51,6.3.3.3,2,6.3.3.3 Duty to maintain in operating condition
107299,61 Richview Rd,61,Richview,No,High Rise,2,_7115531D977218E,2022-11-17 12:36:47,2023-01-12 11:55:51,6.3.3.7,3,6.3.3.7 Replacement
107300,716 The West Mall,716,The West Mall,No,High Rise,2,_711555B1D5908B1,2022-11-28 08:52:48,2023-01-31 15:09:14,1.1.2.1,1,1.1.2.1 Records to be prepared
107301,716 The West Mall,716,The West Mall,No,High Rise,2,_711555B1D5908B1,2022-11-28 08:52:48,2023-01-31 15:09:14,2.2.3.2,2,2.2.3.2 Maintenance of closures
107302,716 The West Mall,716,The West Mall,No,High Rise,2,_711555B1D5908B1,2022-11-28 08:52:48,2023-01-31 15:09:14,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
107303,15 La Rose Ave,15,La Rose,No,High Rise,2,_711555EE72825D2,2022-11-28 08:46:35,2023-01-27 14:51:42,2.2.3.2,1,2.2.3.2 Maintenance of closures
107304,15 La Rose Ave,15,La Rose,No,High Rise,2,_711555EE72825D2,2022-11-28 08:46:35,2023-01-27 14:51:42,2.4.1.1,2,2.4.1.1 Accumulation of combustible materials
107305,15 La Rose Ave,15,La Rose,No,High Rise,2,_711555EE72825D2,2022-11-28 08:46:35,2023-01-27 14:51:42,9.6.4.2,3,9.6.4.2 Automatic detection
107306,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,1.1.2.1,1,1.1.2.1 Records to be prepared
107307,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,2.2.3.2,2,2.2.3.2 Maintenance of closures
107308,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,2.2.3.4,3,2.2.3.4 Door in a fire separation
107309,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,2.4.1.1,4,2.4.1.1 Accumulation of combustible materials
107310,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,2.7.2.1,5,2.7.2.1 Door release hardware
107311,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,6.5.1.5 (1),6,6.5.1.5 (1) Obstructions
107312,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,9.6.2.7,7,9.6.2.7 Storage rooms
107313,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,9.6.4.2,8,9.6.4.2 Automatic detection
107314,25 Warrender Ave,25,Warrender,No,High Rise,2,_7115567212350E9,2022-11-22 15:57:33,2023-02-15 15:15:40,CH 470 - S.7,9,CH 470 - S.7
107315,35 Warrender Ave,35,Warrender,No,High Rise,2,_711556E1034C2B3,2022-11-22 15:59:09,2023-02-15 15:18:59,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
107316,35 Warrender Ave,35,Warrender,No,High Rise,2,_711556E1034C2B3,2022-11-22 15:59:09,2023-02-15 15:18:59,1.1.2.1,2,1.1.2.1 Records to be prepared
107317,35 Warrender Ave,35,Warrender,No,High Rise,2,_711556E1034C2B3,2022-11-22 15:59:09,2023-02-15 15:18:59,2.2.3.2,3,2.2.3.2 Maintenance of closures
107318,35 Warrender Ave,35,Warrender,No,High Rise,2,_711556E1034C2B3,2022-11-22 15:59:09,2023-02-15 15:18:59,2.2.3.4,4,2.2.3.4 Door in a fire separation
107319,35 Warrender Ave,35,Warrender,No,High Rise,2,_711556E1034C2B3,2022-11-22 15:59:09,2023-02-15 15:18:59,2.4.1.1,5,2.4.1.1 Accumulation of combustible materials
107320,35 Warrender Ave,35,Warrender,No,High Rise,2,_711556E1034C2B3,2022-11-22 15:59:09,2023-02-15 15:18:59,2.7.1.7,6,2.7.1.7 Maintenance and lighting for exits
107321,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
107322,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,1.1.2.1./6.6.5.6.,2,1.1.2.1./6.6.5.6. Records of Test (Hydrant Water Flow)
107323,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,1.1.2.1./6.7.1.1.,3,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
107324,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,2.2.2.1,4,2.2.2.1 Damaged fire separations
107325,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,2.2.3.2.(1),5,2.2.3.2.(1) - Maintenance of closures
107326,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,6.5.1.5,6,6.5.1.5 Obstructions
107327,265 Dixon Rd,265,Dixon,No,High Rise,2,_71155934ADD9301,2023-01-09 08:59:33,2023-06-19 10:27:39,9.6.5.2,7,9.6.5.2 Standpipe systems
107328,7 Capri Rd,7,Capri,No,High Rise,2,_7115599483971B1,2022-11-08 15:20:11,2023-01-11 16:59:34,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
107329,7 Capri Rd,7,Capri,No,High Rise,2,_7115599483971B1,2022-11-08 15:20:11,2023-01-11 16:59:34,2.2.2.1,2,2.2.2.1 Damaged fire separations
107330,7 Capri Rd,7,Capri,No,High Rise,2,_7115599483971B1,2022-11-08 15:20:11,2023-01-11 16:59:34,2.2.3.2,3,2.2.3.2 Maintenance of closures
107331,7 Capri Rd,7,Capri,No,High Rise,2,_7115599483971B1,2022-11-08 15:20:11,2023-01-11 16:59:34,2.7.3.1,4,2.7.3.1 Exit signs
107332,7 Capri Rd,7,Capri,No,High Rise,2,_7115599483971B1,2022-11-08 15:20:11,2023-01-11 16:59:34,6.3.1.2,5,6.3.1.2 Monitoring
107333,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
107334,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,1.1.2.1./6.4.3.7.(1),2,1.1.2.1./6.4.3.7.(1) Records of Test (Standpipe - FD Connections)
107335,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,2.2.2.1,3,2.2.2.1 Damaged fire separations
107336,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,2.2.3.1,4,2.2.3.1 Damaged closures
107337,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,2.2.3.2,5,2.2.3.2 Maintenance of closures
107338,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,6.5.6.5 (5),6,6.5.6.5 (5) Spare sprinkler heads
107339,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,9.6.3.6,7,9.6.3.6 Exit signs
107340,511 The West Mall,511,The West Mall,No,High Rise,2,_71155B992279F26,2023-03-08 12:18:47,2023-10-25 13:00:00,9.6.4.2,8,9.6.4.2 Automatic detection
107342,350 The East Mall,350,The East Mall,No,High Rise,2,_71156013B575A20,2022-11-03 15:08:31,2023-01-19 10:03:27,1.1.2.1,1,1.1.2.1 Records to be prepared
107343,350 The East Mall,350,The East Mall,No,High Rise,2,_71156013B575A20,2022-11-03 15:08:31,2023-01-19 10:03:27,2.2.3.1,2,2.2.3.1 Damaged closures
107344,350 The East Mall,350,The East Mall,No,High Rise,2,_71156013B575A20,2022-11-03 15:08:31,2023-01-19 10:03:27,2.2.3.2,3,2.2.3.2 Maintenance of closures
107345,350 The East Mall,350,The East Mall,No,High Rise,2,_71156013B575A20,2022-11-03 15:08:31,2023-01-19 10:03:27,9.6.5.2,4,9.6.5.2 Standpipe systems
107346,350 The East Mall,350,The East Mall,No,High Rise,2,_71156013B575A20,2022-11-03 15:08:31,2023-01-19 10:03:27,CH 470 - S.7,5,CH 470 - S.7
107347,65 Skymark Dr,65,Skymark,No,High Rise,17,_71156279389F9F7,2022-11-03 10:44:29,2023-03-09 16:17:32,2.2.2.1,1,2.2.2.1 Damaged fire separations
107348,65 Skymark Dr,65,Skymark,No,High Rise,17,_71156279389F9F7,2022-11-03 10:44:29,2023-03-09 16:17:32,2.2.3.2,2,2.2.3.2 Maintenance of closures
107349,55 Skymark Dr,55,Skymark,No,High Rise,17,_711562F3AAC8BA6,2022-11-03 11:00:36,2023-01-19 09:20:14,2.2.3.2,1,2.2.3.2 Maintenance of closures
107350,1001 Lawrence Ave E,1001,Lawrence,No,High Rise,16,_711598AE1518F47,2022-11-01,2023-01-31,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
107351,83 Parkwoods Village Dr,83,Parkwoods Village,No,High Rise,16,_7115991B7A56E44,2022-11-02,2023-01-25 00:30:00,1.1.2.1,1,1.1.2.1 Records to be prepared
